edge_id,timestamp_ms,hour_of_day,src,dst,amount,label,location_region,ip_prefix,login_frequency,session_duration,purchase_pattern,age_group,risk_score,anomaly
96,1658526251000,21,68,342,428.18643310654033,transfer,Asia,172.16,3,51,focused,established,15.75,low_risk
97,1658990995000,6,888,1102,509.34753501781523,purchase,South America,172.0,3,49,focused,established,35.4375,low_risk
98,1649465224000,0,255,197,663.4771557406448,purchase,South America,10.0,4,60,focused,established,35.4375,low_risk
99,1658228774000,11,177,435,107.8568997655733,purchase,Africa,172.16,4,73,focused,established,25.0,low_risk
100,1650651899000,18,823,807,553.4377691403082,purchase,Asia,192.0,5,58,focused,established,26.25,low_risk
101,1659802842000,16,727,266,312.49101579319625,transfer,South America,172.16,3,62,focused,established,15.75,low_risk
102,1649419011000,11,258,736,950.8962991157607,purchase,South America,10.0,3,61,focused,established,31.25,low_risk
103,1657068472000,0,971,1136,552.0801085060366,scam,North America,192.168,1,37,random,new,100.0,high_risk
104,1649855517000,13,1302,1047,496.92089975595525,transfer,North America,172.0,7,147,high_value,veteran,36.75,low_risk
105,1662249438000,23,364,756,419.17976828327096,purchase,North America,172.0,1,35,random,new,36.75,low_risk
106,1672266888000,22,50,777,526.6341014846848,purchase,Africa,192.168,3,70,focused,established,26.25,low_risk
107,1644801256000,1,986,361,1206.5404845569888,phishing,Africa,172.0,1,35,random,new,100.0,high_risk
108,1643404065000,21,505,719,1035.304636323643,scam,North America,10.0,2,31,random,new,100.0,high_risk
109,1658671770000,14,204,250,464.0458253984003,transfer,Africa,10.0,1,31,random,new,26.25,low_risk
110,1653226762000,13,839,202,697.4755376281821,sale,South America,192.0,8,156,high_value,veteran,52.5,low_risk
111,1658854432000,16,300,267,340.99437727188337,purchase,Asia,172.16,4,53,focused,established,26.25,low_risk
112,1655473147000,13,1035,551,629.445316608163,purchase,Asia,172.16,5,53,focused,established,26.25,low_risk
113,1672166234000,18,1087,36,505.4875454908471,transfer,South America,192.168,1,30,random,new,26.25,low_risk
114,1653297185000,9,984,472,721.4155026769905,purchase,North America,172.16,3,52,focused,established,31.25,low_risk
115,1671069676000,2,25,131,659.4988299930685,transfer,Africa,192.0,8,157,high_value,veteran,49.612500000000004,low_risk
116,1654965885000,16,938,51,454.2429424468712,sale,South America,172.16,7,81,high_value,veteran,52.5,low_risk
117,1643745586000,19,780,923,276.9556569979756,transfer,Africa,172.0,7,143,high_value,veteran,35.0,low_risk
118,1655815441000,12,1262,991,600.7074197465776,sale,Asia,10.0,2,26,random,new,42.0,low_risk
119,1672489055000,12,1255,813,129.38797286509208,purchase,Africa,192.0,5,74,focused,established,25.0,low_risk
120,1671648632000,18,789,239,750.1991334610519,purchase,Europe,172.0,4,74,focused,established,31.25,low_risk
121,1670739696000,6,285,822,291.20939847288537,sale,South America,192.0,8,141,high_value,veteran,67.5,moderate_risk
122,1650553423000,15,543,1081,452.86156211784294,purchase,Africa,192.0,5,60,focused,established,26.25,low_risk
123,1644615356000,21,398,1290,806.3662958570426,sale,South America,172.0,6,112,high_value,veteran,62.5,moderate_risk
124,1669353324000,5,756,678,841.4475904274765,sale,Africa,192.0,2,35,random,new,67.5,moderate_risk
125,1657356948000,8,841,170,545.3813957015881,transfer,Europe,10.0,1,36,random,new,26.25,low_risk
126,1661339278000,11,882,1020,378.1477251791206,scam,Africa,192.0,2,25,random,new,94.5,high_risk
127,1646648111000,10,297,558,729.9104499004101,sale,Asia,10.0,8,132,high_value,veteran,62.5,moderate_risk
128,1644051139000,8,289,8,300.6400862102719,transfer,Asia,192.168,1,22,random,new,26.25,low_risk
129,1663872154000,18,1303,19,370.71780253122756,sale,Europe,192.0,6,87,high_value,veteran,52.5,low_risk
130,1664809920000,15,366,1161,674.9639324459338,transfer,Asia,192.168,5,70,focused,established,15.75,low_risk
131,1663303609000,4,283,287,627.3291443025743,sale,Asia,192.168,6,122,high_value,veteran,70.875,moderate_risk
132,1647994098000,0,1268,905,347.4250976145621,transfer,Europe,192.0,2,39,random,new,35.4375,low_risk
133,1667044874000,12,733,377,293.8537898341198,sale,South America,192.168,6,148,high_value,veteran,50.0,low_risk
134,1661355134000,15,993,1067,346.62989522267003,transfer,Europe,172.16,8,99,high_value,veteran,36.75,low_risk
135,1657829889000,20,1256,709,260.1035728975454,purchase,Europe,10.0,5,55,focused,established,25.0,low_risk
136,1672123406000,6,1230,830,469.6422076270432,purchase,Europe,172.16,5,64,focused,established,35.4375,low_risk
137,1671706293000,10,123,1085,347.9687444375701,sale,Africa,172.0,6,98,high_value,veteran,52.5,low_risk
138,1645258997000,8,818,53,622.9339475067181,purchase,Europe,192.0,5,42,focused,established,26.25,low_risk
139,1665809929000,4,1013,406,786.5439547616127,scam,North America,10.0,2,20,random,new,100.0,high_risk
140,1665621206000,0,902,498,312.33436103278876,transfer,South America,172.0,7,81,high_value,veteran,49.612500000000004,low_risk
141,1658399285000,10,1188,1094,809.158746211347,purchase,North America,10.0,5,47,focused,established,31.25,low_risk
142,1645034013000,17,390,323,600.1749643539474,phishing,South America,172.0,1,25,random,new,100.0,high_risk
143,1656424271000,13,668,1035,936.0742764255408,purchase,South America,192.0,1,36,random,new,43.75,low_risk
144,1662939843000,23,572,828,673.4988949437095,transfer,North America,10.0,1,31,random,new,26.25,low_risk
145,1663007061000,18,188,921,468.6809024750511,phishing,Europe,10.0,1,30,random,new,100.0,high_risk
146,1669598362000,1,675,502,381.66633849245403,transfer,North America,192.168,7,121,high_value,veteran,49.612500000000004,low_risk
147,1654428404000,11,283,274,440.6489212799112,sale,Asia,192.0,7,109,high_value,veteran,52.5,low_risk
148,1665077639000,17,1293,452,79.80403488001895,purchase,South America,172.0,3,41,focused,established,25.0,low_risk
149,1646936544000,18,864,112,0.01,sale,Africa,192.168,2,29,random,new,40.0,low_risk
150,1657750942000,22,187,984,752.0412325652712,transfer,Asia,172.0,8,138,high_value,veteran,43.75,low_risk
151,1651350175000,20,333,107,464.4769350694206,transfer,Asia,172.16,3,76,focused,established,15.75,low_risk
152,1651130192000,7,1117,1163,675.077354519162,transfer,North America,172.16,1,36,random,new,26.25,low_risk
153,1644550432000,3,1035,1140,644.8595793477024,purchase,North America,192.168,4,56,focused,established,35.4375,low_risk
154,1654509968000,10,1186,1087,487.3517463026668,sale,Asia,192.168,8,87,high_value,veteran,52.5,low_risk
155,1644750001000,11,863,845,770.879131729675,phishing,Asia,172.16,1,22,random,new,100.0,high_risk
156,1661222360000,2,942,1057,276.10368856295486,purchase,North America,192.168,3,64,focused,established,33.75,low_risk
157,1643632641000,12,112,785,490.4680027356127,purchase,Europe,10.0,2,26,random,new,36.75,low_risk
158,1656400322000,7,836,1171,812.3881185305493,purchase,North America,192.168,5,61,focused,established,31.25,low_risk
159,1648429383000,1,764,39,909.9517542817116,sale,South America,10.0,8,121,high_value,veteran,84.375,moderate_risk
160,1663698009000,18,152,651,397.6067590969757,purchase,North America,10.0,5,76,focused,established,26.25,low_risk
161,1646948618000,21,720,1265,131.9100855507417,transfer,Europe,10.0,1,36,random,new,25.0,low_risk
162,1655843853000,20,812,1203,225.33302731260937,scam,North America,10.0,2,23,random,new,90.0,high_risk
163,1641555923000,11,470,779,574.0395758872462,transfer,Asia,192.0,3,42,focused,established,15.75,low_risk
164,1653703940000,2,1269,148,596.5220044209257,sale,Africa,192.0,7,84,high_value,veteran,70.875,moderate_risk
165,1669448473000,7,689,99,487.2520665884849,sale,Asia,172.16,6,153,high_value,veteran,52.5,low_risk
166,1659100141000,13,111,236,338.4697296052128,purchase,Europe,192.0,3,74,focused,established,26.25,low_risk
167,1655099352000,5,1097,93,214.20804232062585,transfer,Europe,192.168,1,34,random,new,33.75,low_risk
168,1648944873000,0,877,1085,593.2253477230855,purchase,Asia,10.0,1,24,random,new,49.612500000000004,low_risk
169,1658777897000,19,1173,1319,652.839175941085,purchase,Africa,192.168,1,37,random,new,36.75,low_risk
170,1668129646000,1,16,471,518.0166753632104,transfer,Africa,172.16,3,73,focused,established,21.2625,low_risk
171,1642085425000,14,313,1104,314.4456504454429,sale,Asia,192.168,7,113,high_value,veteran,52.5,low_risk
172,1670637917000,2,399,663,867.5391669839587,sale,Africa,10.0,6,101,high_value,veteran,84.375,moderate_risk
173,1657894186000,14,1211,1293,190.27951319733614,sale,Africa,192.168,8,136,high_value,veteran,50.0,low_risk
174,1643114088000,12,958,554,351.2900821088741,transfer,Africa,172.0,4,55,focused,established,15.75,low_risk
175,1660448765000,3,19,227,479.9641583440216,scam,Africa,172.0,2,38,random,new,100.0,high_risk
176,1671521615000,7,165,1202,714.5113602241602,scam,South America,10.0,2,39,random,new,100.0,high_risk
177,1650006049000,7,300,130,1161.4858779581214,transfer,South America,172.0,7,93,high_value,veteran,43.75,low_risk
178,1663596793000,14,191,17,280.54461111720764,transfer,Asia,192.168,6,122,high_value,veteran,35.0,low_risk
179,1646166246000,20,75,658,197.14848114834518,sale,South America,172.0,6,84,high_value,veteran,50.0,low_risk
180,1656283991000,22,311,775,0.01,sale,Africa,192.168,7,92,high_value,veteran,50.0,low_risk
181,1645212457000,19,426,518,296.6717793287399,scam,South America,172.0,1,32,random,new,90.0,high_risk
182,1654143466000,4,1026,1068,86.99851596770179,purchase,Africa,10.0,1,22,random,new,47.25,low_risk
183,1659754999000,3,519,571,694.7148538082624,sale,Asia,172.0,8,149,high_value,veteran,70.875,moderate_risk
184,1662862860000,2,1176,1294,163.11447630374107,sale,Africa,192.0,8,90,high_value,veteran,67.5,moderate_risk
185,1670663719000,9,948,167,626.9722727818628,purchase,Africa,10.0,4,58,focused,established,26.25,low_risk
186,1650846282000,0,480,604,380.3392593663962,transfer,Europe,172.16,5,44,focused,established,21.2625,low_risk
187,1660481356000,12,679,960,1211.437446158991,purchase,North America,10.0,3,79,focused,established,31.25,low_risk
188,1657613643000,8,742,464,390.42800311263795,transfer,Europe,192.168,3,62,focused,established,15.75,low_risk
189,1650036851000,15,1317,181,294.83199063709804,sale,South America,172.16,8,106,high_value,veteran,50.0,low_risk
190,1645909384000,21,829,1134,927.7923693604935,purchase,North America,192.168,2,39,random,new,43.75,low_risk
191,1662954121000,3,649,588,718.1905992570405,transfer,Africa,172.16,2,33,random,new,42.1875,low_risk
192,1648936639000,21,402,52,377.9695269615427,purchase,North America,192.0,1,25,random,new,36.75,low_risk
193,1641968920000,6,581,555,380.2044456052847,purchase,Asia,172.16,4,45,focused,established,35.4375,low_risk
194,1641818244000,12,192,152,552.1067879236132,scam,Africa,192.0,1,20,random,new,94.5,high_risk
195,1667062735000,16,227,1248,590.3751953701048,scam,Africa,192.0,1,30,random,new,94.5,high_risk
196,1663035992000,2,678,1012,387.55242966900846,scam,Asia,192.168,2,27,random,new,100.0,high_risk
197,1648239569000,20,1314,361,96.66366479709126,transfer,Europe,192.0,8,123,high_value,veteran,35.0,low_risk
198,1651194637000,1,1146,408,226.58277233372633,purchase,North America,192.0,4,57,focused,established,33.75,low_risk
199,1646726324000,7,140,745,1252.091879374493,sale,South America,172.0,1,38,random,new,50.0,low_risk
200,1668410887000,7,971,1045,420.0058545555328,purchase,North America,172.16,3,62,focused,established,26.25,low_risk
201,1654216348000,0,308,443,294.5742616560418,purchase,North America,172.0,5,77,focused,established,33.75,low_risk
202,1653661942000,14,485,248,792.935976275034,sale,Africa,192.0,6,82,high_value,veteran,62.5,moderate_risk
203,1649823288000,4,1195,1243,861.9063122542469,transfer,Africa,192.168,6,149,high_value,veteran,59.0625,low_risk
204,1663419358000,12,471,1026,385.87774576389523,purchase,South America,10.0,5,79,focused,established,26.25,low_risk
205,1667269672000,2,936,883,641.6053833591213,sale,North America,192.168,7,150,high_value,veteran,70.875,moderate_risk
206,1667579807000,16,247,295,600.9810281010139,scam,North America,172.0,2,35,random,new,94.5,high_risk
207,1644835058000,10,401,333,578.782857018847,purchase,North America,192.0,1,32,random,new,36.75,low_risk
208,1668300207000,0,910,354,603.1124879343471,purchase,Asia,192.0,3,70,focused,established,35.4375,low_risk
209,1647583341000,6,1012,942,0.01,purchase,Europe,192.0,4,40,focused,established,33.75,low_risk
210,1641441752000,4,868,1319,546.2646369263547,sale,Africa,192.168,1,34,random,new,56.7,low_risk
211,1647374189000,19,726,221,0.01,purchase,Asia,192.0,3,40,focused,established,25.0,low_risk
212,1653393436000,11,361,834,629.9821315547545,sale,Africa,192.168,8,103,high_value,veteran,52.5,low_risk
213,1660231029000,15,677,247,587.1006098913278,scam,South America,192.0,1,33,random,new,94.5,high_risk
214,1651167231000,17,372,231,281.9559889747635,transfer,South America,172.16,4,78,focused,established,15.0,low_risk
215,1650055291000,20,121,724,1038.5071572257402,purchase,Europe,172.0,5,60,focused,established,31.25,low_risk
216,1644447444000,22,486,449,830.7184140531099,purchase,North America,10.0,4,62,focused,established,31.25,low_risk
217,1663080222000,14,308,400,844.9541202054015,scam,South America,172.0,1,24,random,new,100.0,high_risk
218,1652082823000,7,5,1142,477.4745055149882,purchase,Europe,192.168,4,46,focused,established,26.25,low_risk
219,1650157967000,1,27,1018,618.1820207862373,purchase,South America,10.0,4,59,focused,established,35.4375,low_risk
220,1665394090000,9,1182,317,463.39388469895306,purchase,South America,192.168,3,75,focused,established,26.25,low_risk
221,1672071968000,16,705,26,468.94569715218523,sale,Europe,172.0,1,39,random,new,42.0,low_risk
222,1652928872000,2,282,366,278.3925338349511,transfer,Asia,10.0,2,32,random,new,33.75,low_risk
223,1654472736000,23,752,1050,774.0787632248671,scam,North America,192.0,1,21,random,new,100.0,high_risk
224,1671157706000,2,1214,891,421.86581542215595,transfer,Europe,192.0,4,65,focused,established,21.2625,low_risk
225,1646633955000,6,163,1129,555.4230567389069,purchase,North America,10.0,3,72,focused,established,35.4375,low_risk
226,1643989362000,15,1095,68,309.40016363219195,sale,Europe,172.0,7,118,high_value,veteran,52.5,low_risk
227,1651744998000,10,857,273,515.2235962596908,sale,Africa,192.168,7,126,high_value,veteran,52.5,low_risk
228,1663026040000,23,712,543,589.2799622542991,transfer,Europe,172.16,6,159,high_value,veteran,36.75,low_risk
229,1667141939000,14,133,840,869.655216185221,transfer,Africa,192.0,3,55,focused,established,18.75,low_risk
230,1666082352000,8,574,754,0.01,purchase,Europe,10.0,3,79,focused,established,25.0,low_risk
231,1651686950000,17,198,399,152.95516542977447,sale,South America,10.0,6,116,high_value,veteran,50.0,low_risk
232,1642123305000,1,626,664,492.95731479122134,transfer,Asia,10.0,6,153,high_value,veteran,49.612500000000004,low_risk
233,1659563372000,21,783,972,443.8250950561505,transfer,South America,172.0,5,75,focused,established,15.75,low_risk
234,1661288420000,21,465,727,714.7378561047044,sale,South America,192.0,8,94,high_value,veteran,62.5,moderate_risk
235,1661668584000,6,218,297,151.0598963107766,transfer,South America,172.16,1,29,random,new,33.75,low_risk
236,1654270265000,15,877,565,437.5387182982746,sale,South America,192.0,6,91,high_value,veteran,52.5,low_risk
237,1663277227000,21,392,553,569.5855770330069,purchase,South America,192.0,4,78,focused,established,26.25,low_risk
238,1662954898000,3,432,1104,763.8658822893808,scam,Africa,10.0,2,39,random,new,100.0,high_risk
239,1648746291000,17,367,830,538.7563826159327,scam,South America,192.0,1,37,random,new,94.5,high_risk
240,1646559527000,9,1084,647,617.4972518246408,purchase,Europe,172.0,1,38,random,new,36.75,low_risk
241,1645347029000,8,803,512,934.713403926598,transfer,Africa,172.16,6,80,high_value,veteran,43.75,low_risk
242,1652653713000,22,292,930,942.0458386142551,transfer,South America,172.0,7,133,high_value,veteran,43.75,low_risk
243,1670156060000,12,1133,419,391.98290748229584,transfer,South America,192.0,2,27,random,new,26.25,low_risk
244,1652152436000,3,881,274,424.3378565488885,transfer,Asia,172.0,7,95,high_value,veteran,49.612500000000004,low_risk
245,1641278209000,6,752,381,107.35564886038907,scam,Europe,192.168,1,38,random,new,100.0,high_risk
246,1665956919000,21,318,1189,0.01,purchase,Asia,172.16,2,28,random,new,35.0,low_risk
247,1657431736000,5,950,902,680.4605153306975,transfer,North America,172.0,8,136,high_value,veteran,49.612500000000004,low_risk
248,1651806043000,3,391,1068,200.12660426293473,purchase,Africa,172.16,3,50,focused,established,33.75,low_risk
249,1641245565000,21,1211,1127,482.80218416200404,sale,Africa,172.0,7,150,high_value,veteran,52.5,low_risk
250,1649532016000,19,1006,958,860.4326657074754,transfer,Europe,192.168,2,36,random,new,31.25,low_risk
251,1656329011000,11,403,623,261.9376224659695,transfer,South America,10.0,5,57,focused,established,15.0,low_risk
252,1662412332000,21,63,364,745.6315986896727,transfer,Asia,192.168,1,35,random,new,31.25,low_risk
253,1665301199000,7,164,334,430.27052006532847,purchase,Africa,192.0,5,53,focused,established,26.25,low_risk
254,1655886022000,8,632,1158,483.5968550452181,purchase,South America,192.0,1,26,random,new,36.75,low_risk
255,1668892146000,21,956,251,31.426442278461707,sale,Africa,10.0,1,23,random,new,40.0,low_risk
256,1657775399000,5,541,492,878.77951838987,purchase,Africa,10.0,4,70,focused,established,42.1875,low_risk
257,1651359757000,23,1050,107,485.94773634647595,sale,Asia,192.168,6,82,high_value,veteran,52.5,low_risk
258,1658507797000,16,1266,672,572.0477930084273,transfer,Europe,192.168,3,55,focused,established,15.75,low_risk
259,1644099142000,22,144,768,631.6741282495308,scam,North America,172.16,1,22,random,new,94.5,high_risk
260,1670217512000,5,67,276,483.7351132720198,scam,South America,192.0,1,21,random,new,100.0,high_risk
261,1665775734000,19,572,346,683.5788945148407,sale,Africa,172.16,8,126,high_value,veteran,52.5,low_risk
262,1641016477000,5,158,2,366.84832647893586,purchase,South America,192.0,3,58,focused,established,35.4375,low_risk
263,1650115521000,13,1057,1285,845.2564117203635,sale,North America,172.16,1,33,random,new,50.0,low_risk
